"","Jurkat","KMBC2","MCF7","231"
"Q9H6A9",0.0884,-1.64,-1.07,-0.8
"Q9H6D7",-6.19,-4.01,-1.42,-5.63
"Q9H6F5",-1.26,-1.2,-0.615,-1.07
"Q9H6H4",0.0884,-2.25,-0.145,-1.34
"Q9H6J7",-2.99,-0.643,-0.145,-0.35
"Q9H6K4",0.0884,-0.643,-0.145,-0.35
"Q9H6K5",0.0884,-0.643,-0.145,-0.35
"Q9H6L5",0.0884,-0.643,-0.145,-0.35
"Q9H6Q4",-1.33,-2.19,-1.73,-3.09
"Q9H6R0",-2.21,-3.72,-1.1,-1.32
"Q9H6R3",0.0884,-1.45,-1.72,-0.788
"Q9H6R4",-1.75,-1.77,-0.864,-0.953
"Q9H6R6",0.0884,-0.643,-0.145,-0.35
"Q9H6R7",-1.36,-0.643,-0.145,-3.84
"Q9H6S0",-2.71,-3.36,-2.31,-1.17
"Q9H6S1",0.0884,-0.643,-0.145,-0.35
"Q9H6S3",0.407,-1.9,-0.106,-1.07
"Q9H6T0",0.0884,-1.53,-1.82,-0.35
"Q9H6T3",-4.86,-5.51,-3.52,-5.37
"Q9H6U6",-0.935,-1.71,-2.45,-0.35
"Q9H6U8",0.0884,-2.98,-2.04,-4.26
"Q9H6V9",-1.52,-2.65,-0.145,-0.35
"Q9H6W3",-2.96,-3.56,-0.917,-1.56
"Q9H6X4",0.0884,-0.643,-0.145,-0.35
"Q9H6Y2",-2.76,-3.63,-3.33,-4.14
"Q9H6Y5",0.0884,-0.855,-0.145,-0.35
"Q9H6Z4",-3.3,-5.88,-2.11,-3.42
"Q9H773",-0.609,-4.25,0.208,0.543
"Q9H792",0.0884,-1.45,-0.145,-0.35
"Q9H7B2",-1.05,-2.06,-1.01,-1.05
"Q9H7B4",-5.58,-5.41,-3.15,-4.85
"Q9H7D0",0.0884,-1.96,-0.941,-0.972
"Q9H7D7",-1.66,-1.57,-1.01,-1.76
"Q9H7E2",-3.78,-0.643,-0.812,-0.0851
"Q9H7E9",-4.69,-4.07,-0.657,-3.07
"Q9H7F0",0.0884,-0.643,-0.145,-0.35
"Q9H7L9",-3.62,-4.55,-1.38,-3.63
"Q9H7N4",-3,-3.75,-0.59,-2.17
"Q9H7P6",0.0884,-0.643,-0.145,-0.35
"Q9H7U1",-0.607,-0.643,-0.145,-0.35
"Q9H7Z3",-0.757,-3.11,-0.0707,-3.09
"Q9H7Z6",-5.68,-4.62,-1.85,-3.04
"Q9H7Z7",0.0884,-0.643,-0.145,-0.35
"Q9H814",-3.4,-4.97,-2.08,-2.05
"Q9H832",0.0884,-6.17,-2.01,-5.1
"Q9H845",-0.435,-1.14,-0.19,1.25
"Q9H857",0.0884,0.756,-0.145,-0.35
"Q9H869",-1.46,-2.85,-0.928,-4.38
"Q9H871",-3.6,-3.39,-0.67,-4.23
"Q9H8G2",-2.15,-1.44,-1.51,-3.47
"Q9H8H0",-2.27,-1.38,-1.21,-1.13
"Q9H8H2",-1.62,-2.58,-1.25,-0.645
"Q9H8H3",0.0884,-3.14,-0.145,-0.35
"Q9H8K7",-4.05,-1.45,-0.145,-2.13
"Q9H8M1",0.0884,-0.643,-0.145,-0.846
"Q9H8M2",-0.925,-1.73,0.0604,-1.88
"Q9H8M5",0.0884,-0.643,-0.145,-0.35
"Q9H8T0",-0.622,-3.56,-1.57,-1.23
"Q9H8V3",-2.88,-3.19,-0.718,-1.84
"Q9H8W4",-2.11,-4.04,-1.6,-3.59
"Q9H8Y5",-6.44,-5.15,-1.58,-5.24
"Q9H8Y8",-2.18,-2.5,-2.69,-1.15
"Q9H900",-1.94,-4.47,-0.891,-2.45
"Q9H902",0.0884,-0.643,-0.145,-0.35
"Q9H910",-4.23,-2.91,-1.3,-1.51
"Q9H920",0.0884,-0.643,-0.145,-0.35
"Q9H930;P23497",-2.38,-2.85,-0.545,-1.49
"Q9H944",-3.99,-6.23,-3.09,-5.29
"Q9H967",-3.38,0.777,-0.755,-0.827
"Q9H972",0.0884,-4.14,-0.145,-1.26
"Q9H974",-1.72,-1.17,-0.217,-2.04
"Q9H981",-0.473,-2.24,-1.76,-4.31
"Q9H992",-4.39,-3.73,-0.145,-3.78
"Q9H993",-1.49,-3.37,-0.684,-0.35
"Q9H9A5",-2.43,-4.16,-1.37,-3.54
"Q9H9A6",-2.1,-2.76,-0.654,-0.788
"Q9H9A7",-3.83,-4.8,-4.63,-6.12
"Q9H9B1",-2.68,-3.24,-0.758,-4.37
"Q9H9B4",-0.61,-3.37,-0.149,1.11
"Q9H9C1",-3,-4.27,-1.37,-2.36
"Q9H9E3",-1.63,-2.66,-3.71,-4.64
"Q9H9F9",-0.587,-3.91,-2.09,-2.95
"Q9H9G7",-2.58,-3.11,-0.145,-2.4
"Q9H9H4",-3.64,-4.47,-0.42,-3.34
"Q9H9J2",-0.91,-1.89,0.884,-2.41
"Q9H9L3",0.0884,-3.79,-2.75,-1.28
"Q9H9P8",-0.252,-2.18,-1.21,-1.11
"Q9H9Q2",-1.97,-2.19,0.446,-2.85
"Q9H9Q4",0.0884,-3.89,-0.145,-1.52
"Q9H9S3",0.0884,-0.643,-0.755,-0.35
"Q9H9S4",-3.18,1.17,1,-2.56
"Q9H9T3",-1.39,-1.86,-2.38,-2.29
"Q9H9Y2",-0.518,-1.54,-1.19,-0.672
"Q9H9Y6",-2.16,-3.4,-0.879,-0.814
"Q9HA64",-2.32,-2.33,-1.78,-2.63
"Q9HA65",0.0884,-0.643,-0.145,-0.35
"Q9HA77",3.58,2.35,-0.145,2.65
"Q9HA82",0.0884,-0.643,-0.145,-0.35
"Q9HA90",0.0884,-0.643,-0.145,-0.35
"Q9HAH7",-4.34,-7.03,-5.98,-5.34
"Q9HAN9",0.0884,-0.959,0.0251,-0.35
"Q9HAS0",-1.1,-2.61,-0.145,-3.35
"Q9HAU0",-1.47,-2.64,0.57,-2.05
"Q9HAU4",0.0884,-2.99,-1.08,-2.36
"Q9HAU5",-7.17,-6.03,-0.864,-4.05
"Q9HAV4",-2.33,-2.2,-1.1,-2.32
"Q9HAV7",-2.18,-2.04,-0.351,-0.636
"Q9HAW4",-2.88,-2.03,-0.145,-4.94
"Q9HAW9",0.0884,-2.7,-0.145,-0.35
"Q9HAZ1",-1.85,-0.23,-0.682,-1
"Q9HAZ2",0.0884,-0.643,-3.49,-0.35
"Q9HB07",-2.42,-1.58,-1.5,0.617
"Q9HB19",-3.92,-4.29,-0.145,-0.838
"Q9HB21",-4.28,-3.21,0.703,-3
"Q9HB58",-3.84,-3.91,0.342,-2.5
"Q9HB71",-2.67,-2.43,-1.18,-2.6
"Q9HB96",0.0884,-0.643,-0.145,-1.33
"Q9HBA0",0.0884,-0.643,-0.145,-0.35
"Q9HBD1",-1.92,-0.643,-0.145,-0.35
"Q9HBD1;Q5TC82",-2.94,-2.84,-1.23,-1.04
"Q9HBE1",-0.21,-3.86,-2.93,-5.98
"Q9HBF4",-4.05,-1.76,-3.33,-1.69
"Q9HBG4",0.0884,-0.643,-0.145,-0.35
"Q9HBG6",-4.58,-4.03,-0.145,-3.37
"Q9HBH5",-0.462,-1.82,-2.31,-1.95
"Q9HBI0",-3.07,-0.643,-0.145,-0.35
"Q9HBI1",0.0884,-0.643,0.145,-0.35
"Q9HBI1;Q9NVD7",0.0884,-2.9,-0.145,-0.268
"Q9HBL7",0.0884,-1.71,-0.145,-0.35
"Q9HBL8",-2.18,-2.67,-2.58,-0.35
"Q9HBM0",0.0884,-0.643,-0.73,-0.35
"Q9HBM1",-3.93,-1.82,-0.503,-3.57
"Q9HBM6",0.0884,-5.83,-0.451,-3.9
"Q9HBM6;Q16594",-4.17,-5.44,-1.46,-5.31
"Q9HBR0",0.0884,-0.643,-0.294,-0.35
"Q9HC07",-0.885,-2.65,-1.6,-0.941
"Q9HC16",0.0884,-0.643,-0.145,-2.93
"Q9HC21",0.0884,-0.643,-0.145,-0.35
"Q9HC35",-1.61,-1.88,-0.818,-1.58
"Q9HC38",-4.51,-3.99,-0.876,-4.06
"Q9HC52",0.0884,-2.03,-2.99,-2.98
"Q9HC77",-7.19,-5.28,-0.145,-2.06
"Q9HC78",0.0884,-0.643,-0.145,-4.93
"Q9HC84",1.3,0.311,-1.58,-0.35
"Q9HCC0",1.1,0.98,-0.394,-0.0904
"Q9HCC6",0.0884,-5.5,-0.145,-0.35
"Q9HCD5",-1.23,0.967,-0.676,1.09
"Q9HCD6",-0.809,-3.84,-1.86,-4.45
"Q9HCE0",0.0884,-2.33,0.19,-1.37
"Q9HCE1",-2.26,-1.12,-1.11,-1.35
"Q9HCE5",-3.79,-3.37,-2.43,-3.48
"Q9HCE6",0.0884,-2.77,-1.34,-0.35
"Q9HCE7;Q9HAU4",0.0884,-3.1,-0.993,-2.9
"Q9HCE9",0.0884,-0.643,-0.145,-0.35
"Q9HCG7",0.0884,-0.643,-0.145,-0.35
"Q9HCG8",-2.39,-1.59,-0.349,-1.33
"Q9HCH0",-2.08,-1.87,-0.902,-1.79
"Q9HCH5",0.0884,-3.81,-1.29,-1.13
"Q9HCI7",-2.87,-3.29,-2.46,-3.25
"Q9HCJ0",-1.53,-0.643,-0.145,-0.593
"Q9HCJ3",-0.278,-4.19,-2.32,-1.8
"Q9HCJ5",0.0884,-0.643,-0.145,-3.89
"Q9HCK4",0.0884,-0.643,-0.145,-0.35
"Q9HCK8",-4.2,-4.79,-2.58,-4.12
"Q9HCL2",0.0884,-0.643,-0.145,-0.35
"Q9HCM1",-6.03,-5.94,-2.91,-6.33
"Q9HCM4",-1.08,-2.08,-0.733,-0.256
"Q9HCM7",-3.9,-4.6,-1.69,-2.46
"Q9HCN4",-0.306,-0.643,-0.145,-1.08
"Q9HCN8",0.0884,-0.643,-0.145,-0.35
"Q9HCP0",0.0884,-3.37,-3.19,-1.92
"Q9HCS4",0.0884,-4.08,-0.145,-0.35
"Q9HCS5",0.0884,-1.02,-0.145,-0.35
"Q9HCS7",-5.64,-1.91,-0.477,-2.74
"Q9HCU4",0.0884,-2.2,-2.16,0.124
"Q9HCU5",-2.6,-1.46,-0.577,-0.671
"Q9HCY8",-0.267,-2.06,0.494,0.509
"Q9HD20",-3.42,-2.91,-0.15,-2.96
"Q9HD23",-1.63,-1.5,-0.145,-2.42
"Q9HD26",-3.63,-4.2,-0.361,-0.245
"Q9HD33",-0.935,-1.6,0.0311,-0.83
"Q9HD42",-0.878,-0.381,-1.06,-1.98
"Q9HD45",0.0884,-3.33,-2.86,-4.93
"Q9HD67",0.0644,-0.555,-0.987,-2.02
"Q9HDC9",-2.54,-0.34,2.58,-0.54
"Q9NNW5",-2.14,-2.57,-2.37,-1.94
"Q9NNW7",0.0884,-1.41,-0.145,-0.35
"Q9NNX1",-2.73,-3.22,-5.19,-4.75
"Q9NP31",-0.638,-0.643,-0.145,-0.35
"Q9NP55",1.94,0.415,0.293,2.06
"Q9NP58",-0.194,-1.9,-0.951,-0.338
"Q9NP61",-3.08,-3.49,-0.928,-3.17
"Q9NP64",-0.19,-0.182,-0.132,-0.494
"Q9NP66",-4.24,-3.8,-1.83,-2.33
"Q9NP72",-2.01,1.02,-0.473,-0.286
"Q9NP73",-1.57,-0.643,-1.03,-2.4
"Q9NP77",-5.05,-5.13,-4.91,-3.41
"Q9NP79",-3.28,-2,-0.849,-1.42
"Q9NP80",0.0884,-0.643,-1.59,-0.35
"Q9NP81",0.0884,-0.643,-0.145,-0.35
"Q9NP87",-3.68,-0.643,-0.145,0.684
"Q9NP92",-0.354,-0.128,-0.0677,-2.87
"Q9NP97",-2.77,-2.86,-1,-2.14
"Q9NPA0",-1.55,-2.85,-0.532,-1.74
"Q9NPA3",5.86,3.23,5.2,4.54
"Q9NPA8",-3.64,-2.58,-0.672,-1.97
"Q9NPB0",0.0884,-0.643,-0.145,-0.35
"Q9NPC8;Q15475",-0.93,-4.69,-1.04,-4.38
"Q9NPD3",-1.79,-3.05,-1.2,-1.81
"Q9NPD8",-3.24,-3.57,-1.24,-4.62
"Q9NPE3",-2.08,-3.38,-1.63,-0.0848
"Q9NPF4",-2.43,-3.07,-0.654,-2.69
"Q9NPF5",-3.61,-4.09,-2.03,-3.49
"Q9NPH2",0.0884,-2.66,-0.801,-0.35
"Q9NPH3",0.0884,-1.63,-0.297,-0.35
"Q9NPI1",-0.757,-3.73,-0.326,-2.05
"Q9NPI6",-2.63,-1.6,-1.18,0.77
"Q9NPJ3",-3.06,-3.32,-1.63,-0.355
"Q9NPJ6",-5.9,-5.92,-2.87,-4.76
"Q9NPJ8",-0.288,-1.6,-1.21,-1.95
"Q9NPL8",0.0884,-1.37,-0.768,-0.35
"Q9NPQ8",-2.73,-2.34,-0.875,-2.27
"Q9NPR2",0.0884,-1.42,-0.145,-0.35
"Q9NQ11",0.0884,-0.643,-0.145,-0.35
"Q9NQ29",-1.86,-0.564,0.52,-1.1
"Q9NQ36",0.0884,-0.643,-0.145,-0.35
"Q9NQ39;P46783",-0.889,-3.47,-0.716,-0.354
"Q9NQ48",-2.32,-3.13,-0.145,-0.344
"Q9NQ50",-0.176,-1.58,1.61,-0.866
"Q9NQ55",-1.12,-2.13,-1.04,-1.02
"Q9NQ69;P50458",0.0884,-3.28,-0.145,-0.35
"Q9NQ84",0.0884,-5.13,-1.88,-0.35
"Q9NQ86",-1.03,-0.643,-0.145,-0.559
"Q9NQ88",-2.59,-2.83,-1.5,-2.64
"Q9NQA3;A8K0Z3;A8MWX3;C4AMC7;Q6VEQ5",-1.72,-3.33,-0.907,-3.2
"Q9NQB0",0.0884,-2.34,-3.36,-3.43
"Q9NQC1",-0.737,-1.17,-0.844,-1.96
"Q9NQC3",-0.145,0.0429,1.12,0.96
"Q9NQC7",-3.92,-3.95,-0.145,-3.97
"Q9NQE9",0.0884,-0.643,-2.07,-0.35
"Q9NQG5",-3.13,-2.57,-0.691,-2.05
"Q9NQH7",-1.36,-1.1,-0.145,-0.652
"Q9NQL2;Q9HB90",-2.11,-2.45,-0.984,-1.97
"Q9NQP4",-2.32,-2.24,-0.995,-3.42
"Q9NQR4",-1.8,-2.48,-0.529,-1.33
"Q9NQS7",-1.57,-3.93,-0.354,-1.41
"Q9NQT4",-2.74,-3.11,-0.721,-2.03
"Q9NQT5",-2.86,-3.21,-1.73,-2.51
"Q9NQT8",-3.75,-3.25,1.67,-3.69
"Q9NQT8;Q9H1H9",0.0884,-3.15,-0.145,-1.71
"Q9NQV6",-2.52,-5.09,-3.55,-5.17
"Q9NQW6",-1.58,-2.05,-0.818,-2.13
"Q9NQW7",-1.53,-2.7,-1.16,-2.9
"Q9NQX3",1.39,0.0672,-2.04,1.13
"Q9NQX4",0.0884,-4.86,-0.635,-1.55
"Q9NQX5",0.0884,-0.643,-0.633,-0.35
"Q9NQY0",-1.29,-3.61,-0.271,-2.38
"Q9NQZ2",-1.67,-4.22,-0.622,-1.18
"Q9NQZ5",0.0884,-1.87,-0.145,-2.6
"Q9NR09",0.4,-3.76,0.323,-3.34
"Q9NR12",-3.59,-1.83,-0.22,-1.67
"Q9NR19",0.0884,-5.06,-1.57,-3.3
"Q9NR28",1.65,0.461,-0.764,0.362
"Q9NR30",-1.06,-1.53,-0.699,-0.837
"Q9NR30;Q9BQ39",-1.61,-1.53,-0.566,-0.139
"Q9NR31",-6.57,-4.09,-2.43,-4.69
"Q9NR31;Q9Y6B6",-2.95,-2.2,-0.616,-2.13
"Q9NR45",-2.59,-2.52,-0.735,-1.71
"Q9NR46",-2.87,-2.4,-0.193,-1.86
"Q9NR50",-2.63,-2.26,-1.95,-1.2
"Q9NR55",0.0884,-0.643,-0.145,-0.35
"Q9NR56",-2.25,-2.78,-3.74,-3.9
"Q9NR56;Q5VZF2",-3.78,-2.56,-2.78,-3.45
"Q9NR77",0.0884,-0.643,-0.145,-0.35
"Q9NRA0",0.0884,-0.643,-0.145,-0.35
"Q9NRA8",-2.09,-1.66,-1.86,-2.09
"Q9NRC1",0.0884,-1.27,-0.145,-0.759
"Q9NRD1",-0.409,-0.643,-0.692,-0.35
"Q9NRD5",0.0884,-2.01,-0.145,-0.35
"Q9NRE2",-0.906,-1.68,-0.145,-0.35
"Q9NRF8",0.0884,-3.31,0.697,-0.35
"Q9NRG4",-3.08,-1.4,-1.76,-3.24
"Q9NRG7",0.0884,-1.4,-0.145,-0.35
"Q9NRG9",-2.89,-0.985,-0.429,-0.892
"Q9NRH3;P23258",-2.75,-1.58,-0.507,-1.29
"Q9NRK6",0.0884,-1.5,-0.145,0.97
"Q9NRL2",-1.91,-3.93,-0.519,-2.54
"Q9NRL3",-3.97,-2.9,-0.644,-2.99
"Q9NRN7",-4.16,-2.77,-0.317,-2.39
"Q9NRN9",-3.59,-1.43,-0.145,-2.02
"Q9NRP0",0.0884,-0.643,-0.145,-0.35
"Q9NRP7",-1.63,-0.643,-0.513,-1.6
"Q9NRR5",-0.797,-4.38,-3.14,-4.55
"Q9NRV9",-0.868,-2.33,-1.58,-3.53
"Q9NRW3",-3.21,-2.72,-0.145,-1.13
"Q9NRW7",-2.08,-5.26,-0.721,-2.41
"Q9NRX1",-1.65,-2.27,-0.794,-0.897
"Q9NRX2",0.461,-0.864,-0.145,0.274
"Q9NRX4",-4.84,-3.67,-3.11,-2.65
"Q9NRX5",0.0884,-0.643,-0.145,-0.35
"Q9NRY4",-3.58,-3.4,-0.547,-1.5
"Q9NRY5",0.0884,-0.643,-0.145,-0.35
"Q9NRZ7",0.0884,-0.643,-0.145,-0.35
"Q9NRZ9",-3.71,-3.14,-0.4,-3.97
"Q9NS56",0.0884,-1.75,-0.145,-0.81
"Q9NS69",-1.84,-3.28,-1.08,-3.71
"Q9NS86",-3.69,-5.68,-3.76,-4.28
"Q9NS87",-1.32,-0.643,-1.94,-0.842
"Q9NS91",-2.24,-0.895,-2.01,-2.45
"Q9NSB2;KRHB4_HUMAN",0.586,-3.18,3.47,-0.353
"Q9NSB8",0.0884,-0.643,-0.145,-0.35
"Q9NSC5",0.0884,-3.43,-0.145,-1.21
"Q9NSD9",-1.34,-1.46,-0.523,-1.38
"Q9NSE4",-1.89,-1.8,-1.15,-0.334
"Q9NSG2",-2.09,-3.71,-1.4,-4.72
"Q9NSI2",-3.02,-2.43,-1.83,-1.52
"Q9NSI6;Q8WWQ0",-1.02,-0.198,-1.62,-2.2
"Q9NSK0",-3.39,-3.55,-0.145,-2.54
"Q9NSP4",-5.54,-4.18,-1.34,-4.7
"Q9NSV4",-1.29,-0.643,-0.145,-1.2
"Q9NSY0",0.0884,-0.643,-0.145,-0.35
"Q9NSY1",-4.28,-1.53,-0.291,-2.42
"Q9NT62",-4.35,-2.98,-1.02,-2.07
"Q9NTG7",0.0884,-1.72,-0.145,-0.35
"Q9NTI5",-3.43,-3.17,-0.983,-1.37
"Q9NTJ3",-2.97,-2.65,-0.505,-2.03
"Q9NTJ4",0.608,-2.05,-0.591,-2.11
"Q9NTJ5",-2.34,-2.89,-0.321,-1.39
"Q9NTK5",-2.39,-1.11,-0.16,-0.809
"Q9NTM9",-1.67,-1.75,-0.234,-1.39
"Q9NTX5",-3.53,-3.08,-0.321,-2.02
"Q9NTZ6",-2.09,-5.43,-0.83,-1.86
"Q9NU22",-3.65,-3.27,-1.41,-1.92
"Q9NUA8",-2.84,-3.8,-1.73,-4.23
"Q9NUB1",0.0884,-0.643,-0.145,-0.35
"Q9NUD5",-1.24,-0.643,0.407,1.91
"Q9NUG6",0.0884,-0.643,-0.145,-1.02
"Q9NUI1",-1.49,-5.4,-0.145,-0.35
"Q9NUJ1",-0.8,-2.06,-0.00388,-0.35
"Q9NUJ3",-1.56,-2.45,-0.145,-1.05
"Q9NUL3",-4.57,-3.31,-3.06,-1.82
"Q9NUL3;O95793",-3.63,-2.79,-0.928,0.9
"Q9NUL7",0.0884,-0.829,-0.145,-0.35
"Q9NUM4",0.0884,0.329,-0.793,-1.64
"Q9NUP1",-0.476,-1.03,-0.145,-1.03
"Q9NUP9",-0.956,-4.38,-0.145,-0.35
"Q9NUQ2",0.0884,-0.643,-0.145,-0.35
"Q9NUQ3",-6.24,-4.98,-2.31,-4.08
"Q9NUQ6",0.0884,-1.6,-0.824,-0.538
"Q9NUQ7",-2.19,-2.89,-1.04,-3.52
"Q9NUQ8",-3.79,-1.74,-1.4,-2.6
"Q9NUQ9",-3.66,-3.76,-0.732,-3.57
"Q9NUT2",0.0884,-0.643,-0.145,-0.35
"Q9NUU7;Q9UMR2",-1.98,-1.75,-0.447,-1.54
"Q9NUV7",0.0884,-1.24,-0.145,-1.05
"Q9NUV9",-3.19,-0.643,0.609,-0.35
"Q9NUW8",-3.54,-4.69,-1.65,-2.46
"Q9NUY8",-0.781,-3.99,-2.2,-3.23
"Q9NV06",-1.18,-2.13,-0.829,-0.466
"Q9NV31",-1.93,-1.95,-0.981,-1.48
"Q9NV35",-3.24,-0.643,-1.3,-4.36
"Q9NV56",-2.41,-3.43,-1.45,-2.23
"Q9NV66",0.0248,-0.144,-1.08,-0.296
"Q9NV70",-6.5,-6.12,-4.18,-7.32
"Q9NV88",-3.03,-3.28,-1.34,-4.3
"Q9NV96",0.0884,-4.33,-0.145,-2.93
"Q9NVA1",0.0884,-2.73,0.745,-1.62
"Q9NVA2",-2.51,-2.15,-0.792,-2.06
"Q9NVA2;Q14141",-3.63,-2.17,-0.865,-2.24
"Q9NVA2;Q92599;Q14141",-4.39,-3.86,-0.588,-1.6
"Q9NVC6",-2.63,-6.12,-3.9,-5.93
"Q9NVD7",0.0884,-1.92,-0.231,-0.729
"Q9NVE5",0.0884,-1.38,-0.145,-1.04
"Q9NVE7",0.0884,-2.83,-0.145,-1.46
"Q9NVF7",-0.645,2.11,-0.955,-0.261
"Q9NVH0",-0.164,-1.87,-0.215,0.733
"Q9NVH1",-2.28,-3.82,-0.266,-3.14
"Q9NVH2",-4.39,-3.72,-0.837,-3.75
"Q9NVH6",0.0884,-1.74,-0.145,-0.35
"Q9NVI1",-3.54,-3.49,-1.23,-2.46
"Q9NVI7",0.0884,-0.643,-0.145,-1.54
"Q9NVJ2",-0.714,-1.55,-0.878,0.00313
"Q9NVK5",-1.24,-0.643,-0.145,-0.35
"Q9NVM6",-2.75,-3.44,-0.45,-2.97
"Q9NVM9",-4.71,-6.76,-1.23,-3.72
"Q9NVN8",-4.05,-4.98,-2.99,-3.01
"Q9NVP1",-1.13,-1.88,-0.832,-0.894
"Q9NVP2",-2.26,-5.03,-1.46,-4.82
"Q9NVR0",0.0884,-1.69,-0.145,-2.1
"Q9NVR2",-3.72,-5,-2.24,-3.83
"Q9NVS2",-0.41,-2.06,0.92,-0.868
"Q9NVS9",-1.66,-3.8,-1.96,-2.22
"Q9NVT9",-0.713,-0.643,1.82,-0.35
"Q9NVU0",-3.4,-3.12,-1.45,-3.22
"Q9NVU7",-2.78,-4.07,-0.686,-0.611
"Q9NVV4",0.0884,-0.643,-1.08,-1.11
"Q9NVX0",-6.06,-3.81,-1.7,-3.91
"Q9NVX2",-2.96,-6.19,-0.986,-2.52
"Q9NVX7",0.0884,-3.1,-1.87,-1.43
"Q9NVZ3",-4.27,-2.65,-0.173,-3.18
"Q9NW08",0.0884,-0.643,-1.35,-1.88
"Q9NW13",-1.36,-1.23,-0.799,-0.398
"Q9NW15",0.0884,1.19,-1.51,0.537
"Q9NW38",0.0884,-4.83,-2.44,-5.15
"Q9NW64",-2.61,-2.56,-1.87,-3.21
"Q9NW68",-0.833,-0.643,-0.145,-1.33
"Q9NW82",-2.9,-4.92,-2.24,-1.7
"Q9NWA0",0.0884,-3.87,-2.32,-4.18
"Q9NWB6",0.016,0.632,0.701,0.406
"Q9NWB7",0.0884,-0.643,-0.145,-0.35
"Q9NWF9",-2.86,-4.63,-5.63,-5.53
"Q9NWH9",-1.74,0.107,-1.29,-0.202
"Q9NWM3",0.0884,-0.643,-0.145,-0.35
"Q9NWR8",0.0884,-0.643,-0.145,-0.35
"Q9NWS0",-2.19,-4.08,-0.212,-2.72
"Q9NWS8",0.0884,-0.643,-0.145,-0.35
"Q9NWS9",-0.591,-2.28,-4.39,-2.46
"Q9NWT1",-2.11,-1.9,-1.15,-1.16
"Q9NWT6",-1.8,-3.96,-2,-5.07
"Q9NWU1",0.0884,-0.643,-0.145,-0.35
"Q9NWU2",-3.33,-4.03,-1.41,-2.69
"Q9NWU5",-3.4,-2.66,-1.57,-1.7
"Q9NWV4",-3.68,-4.65,-1.93,-3.39
"Q9NWV8",-0.531,-1.18,-0.244,-1.07
"Q9NWW5",0.0884,-1.12,-0.145,-0.35
"Q9NWX5",-0.474,-0.643,-1.01,-1.77
"Q9NWY4",-3.63,-2.95,0.653,-3.19
"Q9NWY4;A8MVJ9",-1.75,-1.97,-1.78,-2.79
"Q9NWZ5",-0.605,-2.25,-1.72,-3.98
"Q9NWZ8",0.837,-0.0162,0.785,0.552
"Q9NX02",-0.807,-3.48,-0.145,-0.847
"Q9NX05",-7.3,-3.84,-1.31,-3.5
"Q9NX08",-4.68,-4.69,-0.709,-3.49
"Q9NX20",-0.808,-1.95,-1.05,-1.4
"Q9NX24",-1.55,-1.5,-0.791,-0.172
"Q9NX40",-0.871,-2.31,1.95,-3.17
"Q9NX46",-1.47,-3.05,-0.103,-2.6
"Q9NX47",-1.83,-3.09,-1.4,-1.81
"Q9NX58",-0.879,-1.59,-0.627,-1.27
"Q9NX61",-0.699,-0.643,-0.921,-0.35
"Q9NX62",-3.88,-3.49,-0.759,-2.1
"Q9NX63",0.162,-0.523,0.055,-0.593
"Q9NX70",-0.481,-3.85,-5.04,-3.23
"Q9NX74",-1.2,-2.46,-0.963,-2.12
"Q9NX78",0.0884,-0.643,-0.145,-0.35
"Q9NXA8",-5.12,-2.26,-2.56,-5.56
"Q9NXC5",-1.53,-2.22,-0.531,-1.97
"Q9NXD2",0.0884,-0.643,-0.145,-0.35
"Q9NXE4",-1.95,-1.91,-0.792,-0.825
"Q9NXE8",-0.74,-0.643,0.83,-0.45
"Q9NXF1",-0.925,-2.71,-0.573,-0.945
"Q9NXF7",-2.75,-1.71,-1.28,-6.31
"Q9NXG2",-3.81,-4.19,-2.29,-2.8
"Q9NXG6",0.0884,-0.643,-0.145,-0.35
"Q9NXH8",0.0884,-1.66,-1.08,-2.11
"Q9NXH9",-3.84,-4.92,-1.21,-2.28
"Q9NXK8",-3.35,-4.61,-1.17,-5.11
"Q9NXN4",0.0884,-1.25,-0.145,-0.35
"Q9NXR1",-4.97,-2.92,-3.15,-5.57
"Q9NXR5",-3.06,-4.11,-0.145,-3.77
"Q9NXR7",-0.724,-1.24,-0.926,-1.07
"Q9NXR8",-2.66,-5.03,-4.81,-4.53
"Q9NXS2",0.0884,-2.84,0.864,-1.55
"Q9NXV6",-1.93,-3.68,-1.02,-2.48
"Q9NXW2",0.0884,-0.391,-1.44,-2.44
"Q9NXX6",-4.55,-4.59,-2.55,-4.94
"Q9NY12",-0.513,-0.818,-0.941,0.489
"Q9NY27",-0.71,-0.643,-1.12,-2.52
"Q9NY33",0.0884,-1.86,-3.61,-1.35
"Q9NY61",-2.98,-4.09,-0.65,-1.05
"Q9NY65;P0DPH7;Q71U36;P0DPH8;A6NHL2;P68366;P68363;Q9BQE3",-3.25,-4.6,-0.172,-1.74
"Q9NY65;P0DPH7;Q71U36;P0DPH8;P68366;P68363;Q9BQE3",-4.31,-1.44,-1.76,-2.55
"Q9NY65;Q6PEY2;P0DPH7;Q71U36;P0DPH8;P68366;P68363;Q9BQE3",-1.75,-1.71,-0.625,-0.818
"Q9NY74",-0.68,-1.2,-0.145,-1.64
"Q9NY87;Q9BXN6",0.0884,-0.643,-0.145,-1.09
"Q9NY93",-1.95,-2.19,-0.802,-1.2
"Q9NYB9",-0.968,-3.79,-0.411,-0.35
"Q9NYF8",-1.25,-0.0265,-0.224,-0.483
